productName,rating,reviewText
"Redmi Note 8 (Neptune Blue, 4GB RAM, 64GB Storage)",1, phone hanged many times return replacement get back yetamazon shipping replacement service bad uploaded video
"Redmi Note 8 (Neptune Blue, 4GB RAM, 64GB Storage)",1, phone hanged many times return replacement get back yetamazon shipping replacement service bad uploaded video
"Redmi Note 8 (Neptune Blue, 4GB RAM, 64GB Storage)",1,u wifi user pls dont buy phonei received replacement problemso finally returned phone phone wifi issuesmay everyone didnt notice wifi connectivity time stay full time wifi pls check longer stay connected wifi case 2 3 hr wifi shows unavailable restart phone
"Redmi Note 8 (Neptune Blue, 4GB RAM, 64GB Storage)",1,purchased redmi note 8 25th october within 8 days dust particle accumulated camera lensdont buy
"Redmi Note 8 (Neptune Blue, 4GB RAM, 64GB Storage)",1,bad experience phone quality camera internet speed battery camera quality worst even 12mp camera charger charging fast taking 2 hrs get full chargenever buy phone read review certified buyers tube people making false video marketing phone brand never trust tube videos
"Redmi Note 8 (Neptune Blue, 4GB RAM, 64GB Storage)",1, network connectivity low battery backup good camera quality show add dull least details camera picture
"Redmi Note 8 (Neptune Blue, 4GB RAM, 64GB Storage)",1,phone major touch glitches trying least 34 times got phone recently excitement receiving new phone vanished touch started acting phone shudders starts operating without even touching camera features quite good phone made stable first disappointed dont buy flash sale testing process still going
"Redmi Note 8 (Neptune Blue, 4GB RAM, 64GB Storage)",1, camera good bad performance battery charging slow dont like product
"Redmi Note 8 (Neptune Blue, 4GB RAM, 64GB Storage)",1, ok google feature supporteingshowing language ia supported access voice match setting languagesso u cant use ok google
"Redmi Note 8 (Neptune Blue, 4GB RAM, 64GB Storage)",1, lot issues phone software loads unwanted stuff phone screen bright night even lowest setting work well google assistant work voice activation assistant work xiaomi answer point getting phone struggling better phones available
