productName,rating,reviewText
"Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display - 3 Months No Cost EMI on BFL",1,dont buy 10 to15 mins gaming phone lagging much
"Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display - 3 Months No Cost EMI on BFL",1,worst mobile ordered mobile august 03 received 22nd looking mobile display good switched working even though tried charge charging completely dead power mobilei received defect piece try return mobile nobody coming pickup amazon refund optionbuying mobile amazon worst decisionso multiple follow ups someone amazon picked phone return updated yet app communication updated amazon called amazon customer service care like woke sleepmooning asked wait hold never came back talk felt strange call disconnectedits strange behavior amazon regular nd authorized customer amazon since years
"Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display - 3 Months No Cost EMI on BFL",1,dont buy 10 to15 mins gaming phone lagging much
"Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display - 3 Months No Cost EMI on BFL",1,worst mobile ordered mobile august 03 received 22nd looking mobile display good switched working even though tried charge charging completely dead power mobilei received defect piece try return mobile nobody coming pickup amazon refund optionbuying mobile amazon worst decisionso multiple follow ups someone amazon picked phone return updated yet app communication updated amazon called amazon customer service care like woke sleepmooning asked wait hold never came back talk felt strange call disconnectedits strange behavior amazon regular nd authorized customer amazon since years
"Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display - 3 Months No Cost EMI on BFL",1, plz help dnt recive charger phone
"Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display - 3 Months No Cost EMI on BFL",1, product good alli request buy producti problem device get resolution
"Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display - 3 Months No Cost EMI on BFL",1,really disappointedmade china productno made india redmi reason selected redmi disappointedgiving 1star becauseno 0star option there1 giving 1star made china 2 reviewing quality
"Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display - 3 Months No Cost EMI on BFL",1,price high compared specsshould gone m21
"Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display - 3 Months No Cost EMI on BFL",1, brought phone flash working properly intensification flash working like touch complained customer care sent ac repairman said ac repairman said one reset phone said works well change previous result one reset
"Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display - 3 Months No Cost EMI on BFL",1,inform placed redmi note 9 mobile 24th july 2020 open handset 12th august mobile charged start problem pls suggest doamazon return date also overpls help
