productName,rating,reviewText
"Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage)- 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange",1,please dont buy itits quality mobile like redmi note 4 special features added redmi note 9 pro max differentiate note 4 battery good doesnt retain power long time companys mobile giving special technology like samsung m31 6000 mah battery amoled screen sony camera lense many features lesser price value money good product company fixed high price answer would like know company purchasing feel nothing worthy set still using redmi note 4 looting custom covid 19 pandemic situation discount isoffered credit card cost emi exchange flash sale name flash sale seller makes fool us personal experience opinion body hurts feel sorry revealed truthyou get far better mobile price 18 500 cheating customer price high quality improvement comparison redmi note 4 feel better redmi note 4 lesser price 9 pro max
"Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage)- 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange",1,product performance poorits speed like 2 gb ram mobileprocessor slow feels like old mobilesbattery drains fastworst mobile performancenot even like redmi note 4waste money 17000 much price poor performancei think worst product xiaomi redmisamsung m31 far better performance battery
"Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage)- 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange",1,satisfied productsince use redmi mobile brand family even base varaint sounds good performance 2years using first time dis appointment purchasing thisi tired record voice mobile around 1pm sound good thought wow nice 30min aloud recorded voice ground earth later compares recording redmi 5a andredmi note 4 phone couldnt hear anything redmi note 9pro max come within minutes change happening 3hrs useage mobile first day soon charge drains without useage b future
"Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage)- 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange",1,honest review 16 may 2020 product delivered ear speaker working 10th june 2020 tried take service center day gave appointment 17th june 2020camera quality worst want camera buyin india law say 64mega pixels camera get even 5 megapixel punishable selling fake goodsthis honest review
"Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage)- 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange",1,please dont buy itits quality mobile like redmi note 4 special features added redmi note 9 pro max differentiate note 4 battery good doesnt retain power long time companys mobile giving special technology like samsung m31 6000 mah battery amoled screen sony camera lense many features lesser price value money good product company fixed high price answer would like know company purchasing feel nothing worthy set still using redmi note 4 looting custom covid 19 pandemic situation discount isoffered credit card cost emi exchange flash sale name flash sale seller makes fool us personal experience opinion body hurts feel sorry revealed truthyou get far better mobile price 18 500 cheating customer price high quality improvement comparison redmi note 4 feel better redmi note 4 lesser price 9 pro max
"Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage)- 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange",1,product performance poorits speed like 2 gb ram mobileprocessor slow feels like old mobilesbattery drains fastworst mobile performancenot even like redmi note 4waste money 17000 much price poor performancei think worst product xiaomi redmisamsung m31 far better performance battery
"Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage)- 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange",1,satisfied productsince use redmi mobile brand family even base varaint sounds good performance 2years using first time dis appointment purchasing thisi tired record voice mobile around 1pm sound good thought wow nice 30min aloud recorded voice ground earth later compares recording redmi 5a andredmi note 4 phone couldnt hear anything redmi note 9pro max come within minutes change happening 3hrs useage mobile first day soon charge drains without useage b future
"Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage)- 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange",1,honest review 16 may 2020 product delivered ear speaker working 10th june 2020 tried take service center day gave appointment 17th june 2020camera quality worst want camera buyin india law say 64mega pixels camera get even 5 megapixel punishable selling fake goodsthis honest review
"Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage)- 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange",1, pleasedont buy got defective piece working automatically restarting continuously app opening want return please give refund
"Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage)- 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange",1,worst product heavy doesnt looks great person 64mp gimmick looses compared samsung 16mp
"Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage)- 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange",1,buy phonethe phone hanging issuei requested replace product amazon told download app blanccothen download app enquiry team told check text upload results uploaded told phone issues phone hanged stuck 5 minutes till well yesterday 2 times hanged automatically switched poor service amazon stop buying product
"Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage)- 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange",1,weighted battery expected also shown expected receiving phone company could return giving fake message return replacement within 10 days
